0,顶级菜单,Root,000,"",fa fa-television,0,"",true,Administrator,2012-10-01 00:00:00.000,false,0x000000000000384D
20200313105325988387415be02f901,中心线数据表,DataCollectHistoryChart,2019123009100140258234c8769d56c,DataCollectHistoryChart,fa fa-puzzle-piece,0,,false,admin,2020-03-13 10:53:25.000,true,0x000000000000DAC1
202003161012578399168099e142c0f,数据采集组,MESSCMX_DataCollectGroup,2020030214453246301546be8417a3c,MESSCMX_DataCollectGroup,fa fa-puzzle-piece,0,,true,admin,2020-03-16 10:12:57.840,true,0x000000000000C7CC
2020031710090249325291981f7b525,巡检数据采集组,MESSCMX_IPQCCheckDataCollectGroup,2020030214453246301546be8417a3c,MESSCMX_IPQCCheckDataCollectGroup,fa fa-puzzle-piece,0,,true,admin,2020-03-17 10:09:02.493,true,0x000000000000CB21
202003171303392934916178bb05600,清场数据采集组,MESSCMX_IPQCProductLineClearDataCollectGroup,2020030214453246301546be8417a3c,MESSCMX_IPQCProductLineClearDataCollectGroup,fa fa-puzzle-piece,0,,true,admin,2020-03-17 13:03:39.293,true,0x000000000000CB22
202003171400008749070949c41c597,清场数据采集大组,MESSCMX_IPQCProductLineClearDataCollectBigGroup,2020030214453246301546be8417a3c,MESSCMX_IPQCProductLineClearDataCollectBigGroup,fa fa-puzzle-piece,0,,true,admin,2020-03-17 14:00:00.877,true,0x000000000000CB23
2020031716063913950291b7ee5900b,首检数据采集组,MESSCMX_FirstCheckDataCollectGroup,2020030214453246301546be8417a3c,MESSCMX_FirstCheckDataCollectGroup,fa fa-puzzle-piece,0,,true,admin,2020-03-17 16:06:39.140,true,0x000000000000CB24
20200317200507439890869a9f4cda3,首检数据采集项,MESSCMX_FirstCheckDataCollect,2020030214453246301546be8417a3c,MESSCMX_FirstCheckDataCollect,fa fa-puzzle-piece,0,,true,admin,2020-03-17 20:05:07.440,true,0x000000000000CB25
20200318122453482063147f0b78f50,巡检数据采集项,MESSCMX_IPQCCheckDataCollect,2020030214453246301546be8417a3c,MESSCMX_IPQCCheckDataCollect,fa fa-puzzle-piece,0,,true,admin,2020-03-18 12:24:53.000,true,0x000000000000CB27
20200318161024703960805cbe735fe,采集器设置,MESSCMX_ShopFlowBaseInfo,2020030214453246301546be8417a3c,MESSCMX_ShopFlowBaseInfo,fa fa-puzzle-piece,0,,true,admin,2020-03-18 16:10:24.703,true,0x000000000000CB28
2020031816510892880642136ae0b22,清场数据采集项,MESSCMX_IPQCProductLineClearDataCollect,2020030214453246301546be8417a3c,MESSCMX_IPQCProductLineClearDataCollect,fa fa-puzzle-piece,0,,true,admin,2020-03-18 16:51:08.930,true,0x000000000000CB29
20200318172353646897003c060ff92,数据采集,MESSCMX_DataCollect,2020030214453246301546be8417a3c,MESSCMX_DataCollect,fa fa-puzzle-piece,0,,true,admin,2020-03-18 17:23:53.647,true,0x000000000000CB2A
202003191050527625461b87376e57f,电子签名维护,ElectronicSignatureMaintenance,2020022211241477816490131385abc,ConfigElectronicSignature,fa fa-puzzle-piece,0,,true,admin,2020-03-19 10:50:52.763,true,0x000000000000CB2B
202003292212022649418385fe36cbf,自动锁定,AutomaticLock,2016112411183638881743b5a255a86,AutoLock,fa fa-puzzle-piece,0,,true,admin,2020-03-29 22:12:02.000,true,0x000000000000DAC2
202004130811173237569b8f2844763,审计追踪,AuditTrail,2016112411183638881743b5a255a86,AuditTrail,fa fa-puzzle-piece,0,,true,admin,2020-04-13 08:11:17.323,true,0x000000000000DAC3
2020041713530321830501025cd53a8,产品,MESSCMX_Product,2020021112315564714004791f7cc51,MESSCMX_Product,fa fa-puzzle-piece,0,,true,2020032616173266665821cf2d796ef,2020-04-17 13:53:03.000,true,0x0000000000011945
202004171749307137014c1bb1a9a7f,在线用户监控,OnlineUserMonitoring,2016112411183638881743b5a255a86,OnlineUserMonitoring,fa fa-puzzle-piece,0,,true,admin,2020-04-17 17:49:30.713,true,0x0000000000011946
20200426110140654595028b1dfb281,操作日志,OperationLog,2016112411183638881743b5a255a86,OperationLog,fa fa-puzzle-piece,0,,true,admin,2020-04-26 11:01:40.657,true,0x0000000000011955
202004280944019369448730bf4e9c6,销售装车汇总查询,BillhiStoryQuery,2020021116302493324000811c17f07,BillhiStoryQuery,fa fa-puzzle-piece,0,,true,admin,2020-04-28 09:44:01.937,true,0x0000000000011957
202005110903169798927edd813514c,顶部菜单,,cs,,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:03:16.980,false,0x0000000000013882
2020051109093246768788854de7f1d,测试1,,202005110903169798927edd813514c,#,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:09:32.470,true,0x0000000000013883
2020051109275606526817075b66ac4,制造执行,ManufacturingExecution,cs,,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:27:56.067,false,0x0000000000013884
20200511092832886267856176e48c5,内栈板包装,NZBPackage,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:28:32.000,true,0x000000000001388A
202005110929149282679e94711b188,半成品产出,BCPOutPut,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:29:14.927,true,0x0000000000013886
2020051109293513826770e8b8fe3a8,成品包装,CPPackage,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-11 09:29:35.137,true,0x0000000000013887
20200518081923419347192bb2f5af7,产线PK查询,ProductLinePKSearch,2020021116302493324000811c17f07,ProductLinePKSearch,fa fa-puzzle-piece,0,,true,2020032616173266665821cf2d796ef,2020-05-18 08:19:23.420,true,0x000000000001388B
202005180820373695768b19dd4b704,流水号废除查询,LotNMRevocation,2020021116302493324000811c17f07,LotNMRevocation,fa fa-puzzle-piece,0,,true,2020032616173266665821cf2d796ef,2020-05-18 08:20:37.370,true,0x000000000001388C
20200521082024740504068a33faf6d,配制产出,PZOutput,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:20:24.000,true,0x000000000001388E
20200521082832876338693e4efda7f,配制罐清洗启动,EquipmentStart,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:28:32.877,true,0x000000000001388F
202005210828586442136b6d5f554a3,储罐清洗启动,StorageTankEquipmentStart,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:28:58.643,true,0x0000000000013890
202005210829198492884ae6190ef0c,不锈钢清洗消毒,SteelTankEquipmentStart,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:29:19.000,true,0x0000000000032C83
20200521083005728393381ef4e49f3,配制产出TK绑定,PZoutputTKBD,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:30:05.727,true,0x0000000000013893
2020052108302463632847f02a731ba,配制罐输出,EquipmentConfigOut,2020051109275606526817075b66ac4,,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:30:24.637,true,0x0000000000013894
20200521083043341074741291111dd,设备消毒结果,EquipmentMove,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:30:43.000,true,0x0000000000019646
202005210831044549662666889f8ae,返工记录表,ReworkRecord,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:31:04.457,true,0x0000000000013896
202005210834402484483025e15db27,原料称重,tonIssueMaterial,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:34:40.247,true,0x0000000000013897
2020052108345993794684b1d5cce76,余料称重,tonSuplusMaterial,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:34:59.937,true,0x0000000000013898
202005210835155488520358b104f46,工单,tonMfgOrder,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:35:15.550,true,0x0000000000013899
20200521083534503826695164de11b,BPR作业,tonBPRRecord,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:35:34.503,true,0x000000000001389A
2020052108355474008766d52e9eaf9,BPR作业修改,tonBPRRecordEdir,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-05-21 08:35:54.740,true,0x000000000001389B
20200522122448465259583a3d13a6c,制造执行,,2019122410042707389827aef86555d,,fa fa-puzzle-piece,0,,true,admin,2020-05-22 12:24:48.467,false,0x000000000001389C
2020052212251028950786eb9767b25,报废单报表,MESZZZX_ScrapOrder1,20200522122448465259583a3d13a6c,MESZZZX_ScrapOrder,fa fa-puzzle-piece,0,,true,admin,2020-05-22 12:25:10.000,true,0x00000000000157C6
2020052619030299724790d11df9836,生产线分批,WIPLotSplit,2020051109275606526817075b66ac4,WIPLotSplit,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:03:02.997,true,0x000000000001389E
2020052619065471790156f0fe70d26,储罐输入,EquipmentSaveInput,2020051109275606526817075b66ac4,EquipmentSaveInput,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:06:54.717,true,0x000000000001389F
202005261908099743597b2ba657c92,储罐输出,EquipmentSaveOutput,2020051109275606526817075b66ac4,EquipmentSaveOutput,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:08:09.973,true,0x00000000000138A0
2020052619084987471983f73e35ad3,设备停机记录,EquipmentStopHistory,2020051109275606526817075b66ac4,EquipmentStopHistory,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:08:49.877,true,0x00000000000138A1
202005261909455270465b49857ae9c,报废单,AddScrapOrder,2020051109275606526817075b66ac4,AddScrapOrder,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:09:45.527,true,0x00000000000138A2
202005261911599375765eb31fe6e11,在线产品装箱重量检查表,OnLinePackCountCheckFoam,2020051109275606526817075b66ac4,OnLinePackCountCheckFoam,fa fa-puzzle-piece,0,,true,admin,2020-05-26 19:11:59.937,true,0x00000000000138A3
202005270851374505906ebc77579a6,在线产品装箱重量检查表,MESZZZX_OnLinePackCountCheckFoam,20200522122448465259583a3d13a6c,MESZZZX_OnLinePackCountCheckFoam,fa fa-puzzle-piece,0,,true,admin,2020-05-27 08:51:37.000,true,0x00000000000138A5
2020052710502817458609c0542a922,返工记录表,MESZZZX_ReworkRecord,20200522122448465259583a3d13a6c,MESZZZX_ReworkRecord,fa fa-puzzle-piece,0,,true,admin,2020-05-27 10:50:28.177,true,0x00000000000138A6
2020052713280348802051d01f6b8d4,生产包材控制报表,BCControlReport,202003121006487811702f5966da183,BCControlReport,fa fa-puzzle-piece,0,,false,admin,2020-05-27 13:28:03.000,true,0x000000000004E205
202005272028579654973435aee9ab4,工单产出查询,GetMOList,2020021116302493324000811c17f07,GetMOList,fa fa-puzzle-piece,0,,true,admin,2020-05-27 20:28:57.967,true,0x00000000000138A8
2020052811031837011256acc5aff94,储罐信息查询,GetEquipmentSaveInfo,2020021116302493324000811c17f07,GetEquipmentSaveInfo,fa fa-puzzle-piece,0,,true,admin,2020-05-28 11:03:18.370,true,0x00000000000138A9
2020052814155478912479350ce497e,批次工具,BatchTool,20200302122832846067634525c479c,,fa fa-puzzle-piece,0,,true,admin,2020-05-28 14:15:54.790,false,0x00000000000138AA
2020052814161356699098d4661d430,数据链查询,MESBT_DataLink,2020052814155478912479350ce497e,BatchTool/MESBT_DataLink,fa fa-puzzle-piece,0,,true,admin,2020-05-28 14:16:13.000,true,0x00000000000138AC
20200530162254185449668a5f26d00,生产前生产线清场检查表,MESZZZX_PreproductionLineCheckList,20200522122448465259583a3d13a6c,MESZZZX_PreproductionLineCheckList,fa fa-puzzle-piece,0,,true,admin,2020-05-30 16:22:54.187,true,0x00000000000138AD
202005302040529061242bc68b357db,中心线数据查询,EquipmentDataCollectList,2019123009100140258234c8769d56c,EquipmentDataCollectList,fa fa-puzzle-piece,0,,true,admin,2020-05-30 20:40:52.907,true,0x00000000000138AF
20200607185617689769046fdfcda28,生产执行,,20200302122832846067634525c479c,,fa fa-puzzle-piece,3,,true,admin,2020-06-07 18:56:17.000,false,0x00000000000157C3
202006071859257849187133d9fda2e,报废单审核,MESZZZX_ScrapOrder,20200607185617689769046fdfcda28,MESZZZX_ScrapORder,fa fa-puzzle-piece,0,,true,admin,2020-06-07 18:59:25.000,true,0x00000000000157C7
202006092006565087565bbe38124a7,工单启动,ME_TicketStart,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:06:56.000,true,0x00000000000157CB
202006092010023865090c8589d764a,生产前生产线清场检查表,PreproductionLineCheck,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:10:02.387,true,0x00000000000157CC
202006092021146621979dd8f861462,中心线输入,EquipmentDataCollectHistory,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:21:14.663,true,0x00000000000157CD
20200609202146003427718f414d47d,批号重印,LotReprint,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:21:46.003,true,0x00000000000157CE
2020060920221095029942b1efa8f10,生产线分批,WIPLotSplit,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:22:10.950,true,0x00000000000157CF
2020060920224539544194d6cea8e9d,中心线输入,EquipmentDataCollectHistory,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:22:45.397,true,0x00000000000157D0
202006092023271194425f7191d53ee,设备停机记录,EquipmentStopHistory,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:23:27.120,true,0x00000000000157D1
202006092023554473886e2b8ecd788,罐装退料,SurplusMaterialGZ,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-09 20:23:55.000,true,0x000000000004C2C7
202006150821523296714147ac775b1,预配罐清洗启动,PreplanTankEquipmentStart,2020051109275606526817075b66ac4,#,fa fa-puzzle-piece,0,,true,admin,2020-06-15 08:21:52.330,true,0x0000000000017705
202006150855441071195a927e17ea0,工单上料列表,MfgOrderLoadLotList,2020021116302493324000811c17f07,MfgOrderLoadLotList,fa fa-puzzle-piece,0,,true,admin,2020-06-15 08:55:44.107,true,0x0000000000017707
202006160932231796410b856177af6,新BPR工艺操作记录表,BPRReportList_New,202003120948518662257d6dddbe5f8,BPRReportList_New,fa fa-puzzle-piece,0,,true,admin,2020-06-16 09:32:23.197,true,0x0000000000017708
20200618085951689038508691da255,BPR工艺操作记录表模板,BPRReportListProductHistory,202003120948518662257d6dddbe5f8,BPRReportListProductHistory,fa fa-puzzle-piece,0,,true,admin,2020-06-18 08:59:51.000,true,0x000000000001770A
202007011718065512926c75bbdbe4b,预称查询,PreWeightQuery,2020021116302493324000811c17f07,PreWeightQuery,fa fa-puzzle-piece,0,,true,admin,2020-07-01 17:18:06.550,true,0x0000000000019641
202007062017577763093e0cb7660c5,包装方式KBU,MESSCMX_PackageWayKBU,2020030214453246301546be8417a3c,MESSCMX_PackageWayKBU,fa fa-puzzle-piece,0,,true,admin,2020-07-06 20:17:57.000,true,0x000000000001B587
20200716075941245712332ad3f80f5,密码复杂度配置,,2016112411183638881743b5a255a86,SysPasswordConfig,fa fa-puzzle-piece,0,,true,admin,2020-07-16 07:59:41.247,true,0x0000000000019649
20200720094152990704841512decac,质量控制,QualityControl,0,,fa  fa-eyedropper,6,,true,admin,2020-07-20 09:41:52.000,false,0x000000000002710C
20200720094246290473634913958b4,质量控制,QualityControl,20200720094152990704841512decac,,fa fa-puzzle-piece,0,,true,admin,2020-07-20 09:42:46.000,false,0x000000000001B5AF
202007201515411371698923d61e5f4,品质检验规范,Quality Control Process,20200720094246290473634913958b4,QCProcessSpec,fa fa-puzzle-piece,0,,true,admin,2020-07-20 15:15:41.137,true,0x000000000001964C
20200720151912058619627d57a9fa5,仓库作业,WarehouseOperation,0,,fa  fa-university,7,,true,admin,2020-07-20 15:19:12.000,false,0x0000000000027123
2020072015222348656879177613ad4,条码申请,LotApply,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_LotApply,fa  fa-puzzle-piece,0,,true,admin,2020-07-20 15:22:23.000,true,0x0000000000019657
2020072015252716907476f201d45a8,仓库作业,WarehouseOperation,20200720151912058619627d57a9fa5,,fa fa-puzzle-piece,0,,true,admin,2020-07-20 15:25:27.000,false,0x000000000001B590
2020072108392921888261c9632a1f4,报表管理,ReportManage,2016112411183638881743b5a255a86,ReportManage,fa fa-puzzle-piece,0,,true,admin,2020-07-21 08:39:29.000,true,0x000000000001F43A
202007211504593832590e84d40c77d,储位标签列印,CKZY_PrintSLLabel,20200819183132706462246269de131,WarehouseOperation/CKZY_PrintSLLabel,fa fa-puzzle-piece,0,,true,admin,2020-07-21 15:04:59.000,true,0x000000000001B5A0
202007212017291463664f7ddede96a,批次重印-供应商,CKZY_LotApplyReprint,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_LotApplyReprint,fa fa-puzzle-piece,0,,true,admin,2020-07-21 20:17:29.000,true,0x000000000001965C
202007221033321342141dd157a2a71,产线退料未收查询,CKZY_PLReturnQuery,2020021116302493324000811c17f07,WarehouseOperation/CKZY_PLReturnQuery,fa fa-puzzle-piece,0,,true,admin,2020-07-22 10:33:32.000,true,0x000000000001B5A5
2020072219042114036626490ff9fe7,批号重印,MESBT_LotReprint,20200819183132706462246269de131,BatchTool/MESBT_LotReprint,fa fa-puzzle-piece,0,,true,admin,2020-07-22 19:04:21.000,true,0x000000000001B5A1
202007231936402928942278fde90c9,收料称重,MaterialWeighing,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_MaterialWeighing,fa fa-puzzle-piece,0,,true,admin,2020-07-23 19:36:40.000,true,0x0000000000019661
202007240933185208447d07e025267,仓库管理,CKZY_Warehouse,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_Warehouse,fa fa-puzzle-piece,0,,true,admin,2020-07-24 09:33:18.520,true,0x0000000000019662
2020072708502061932177ab520b903,出货包装清单,ShippingList,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_ShippingList,fa fa-puzzle-piece,12,出货包装清单,true,admin,2020-07-27 08:50:20.000,true,0x000000000001B5AB
202007271000262918228c2d8fc868c,退料申请查询,ReturnMaterial,20200819165514229937402b0f05d8f,WarehouseOperation/CKZY_ReturnMaterial,fa fa-puzzle-piece,15,退料申请查询,true,admin,2020-07-27 10:00:26.000,true,0x000000000001B59A
202007272020452475384221a6b36a2,批量重印,CKZY_LotBatchRePrint,20200819183132706462246269de131,WarehouseOperation/CKZY_LotBatchRePrint,fa fa-puzzle-piece,0,,true,admin,2020-07-27 20:20:45.000,true,0x000000000001B5A2
202007281024119005531090378a358,物料追溯,MaterialTraceability,2020021116302493324000811c17f07,WarehouseOperation/CKZY_MaterialTraceability,fa fa-puzzle-piece,0,,true,admin,2020-07-28 10:24:11.000,true,0x000000000001B5A6
202007281622354277903f8c2abd76c,合并发料,CKZY_CombineStockOrder,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_CombineStockOrder,fa fa-puzzle-piece,0,,true,admin,2020-07-28 16:22:35.427,true,0x000000000001966C
2020072910530707500795c1d6d7474,流水号拆分,CKZY_LotSplit,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_LotSplit,fa fa-puzzle-piece,0,,true,admin,2020-07-29 10:53:07.077,true,0x000000000001966D
202007301409301181793db00635eaf,栈板拆分,CKZY_PackageSplit,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_PackageSplit,fa fa-puzzle-piece,0,,true,admin,2020-07-30 14:09:30.117,true,0x000000000001966E
20200730142254452794915869196c6,数量调整,CKZY_ChangeQty,20200819183132706462246269de131,WarehouseOperation/CKZY_ChangeQty,fa fa-puzzle-piece,0,,true,admin,2020-07-30 14:22:54.000,true,0x000000000001B5A3
2020080308120881903845aa498ee9f,FIFO调整,CKZY_FIFOAdjust,2020072015252716907476f201d45a8,WarehouseOperation/CKZY_FIFOAdjust,fa fa-puzzle-piece,0,,true,admin,2020-08-03 08:12:08.820,true,0x0000000000019670
20200803091618624130034605f13fa,检验方法维护,InspectionMethod,20200720094246290473634913958b4,InspectionMethod,fa fa-puzzle-piece,0,,true,admin,2020-08-03 09:16:18.623,true,0x0000000000019677
20200804132945607241273ae24546a,暂收单,CKZY_TemporaryReceiptOrder,20200819165514229937402b0f05d8f,WarehouseOperation/CKZY_TemporaryReceiptOrder,fa fa-puzzle-piece,0,,true,admin,2020-08-04 13:29:45.000,true,0x000000000001B599
202008060837328863395c3026537c8,未完成暂收单,UnfinishedTempReceipt,2020021116302493324000811c17f07,WarehouseOperation/CKZY_UnfinishedTempReceipt,fa fa-puzzle-piece,0,未完成暂收单,true,admin,2020-08-06 08:37:32.887,true,0x000000000001967B
202008060844362298320eacf39c4ad,销售备货查询,SalesStockingQuiry,2020021116302493324000811c17f07,WarehouseOperation/CKZY_SalesStockingQuiry,fa fa-puzzle-piece,0,销售备货查询,true,admin,2020-08-06 08:44:36.230,true,0x000000000001967C
20200806084749968740817bb65b34a,密度查询,DensityQuery,2020021116302493324000811c17f07,WarehouseOperation/CKZY_DensityQuery,fa fa-puzzle-piece,0,密度查询,true,admin,2020-08-06 08:47:49.970,true,0x000000000001967D
202008060852198720012fdc57196e5,未完成入库单查询,UnfinishedWarehouseReceipt,2020021116302493324000811c17f07,WarehouseOperation/CKZY_UnfinishedWarehouseReceipt,fa fa-puzzle-piece,0,未完成入库单查询,true,admin,2020-08-06 08:52:19.873,true,0x000000000001967E
202008110928004635520f422e4f563,退料接收单,ReturnReceipt,20200819165514229937402b0f05d8f,WarehouseOperation/CKZY_ReturnReceipt,fa fa-puzzle-piece,16,退料接收单,true,admin,2020-08-11 09:28:00.000,true,0x000000000001B5AC
202008121324199095680e21551022a,工单,CKZY_WorkOrder,20200819165514229937402b0f05d8f,WarehouseOperation/CKZY_WorkOrder,fa fa-puzzle-piece,12,工单,true,admin,2020-08-12 13:24:19.000,true,0x000000000001B598
202008121823394447132fee482b1ae,发料查询,CKZY_OutStockQuery,2020021116302493324000811c17f07,WarehouseOperation/CKZY_OutStockQuery,fa fa-puzzle-piece,0,,true,admin,2020-08-12 18:23:39.447,true,0x000000000001B584
20200812195117407451536c648a9fa,收料查询,CKZY_RecieveMaterialQuery,2020021116302493324000811c17f07,WarehouseOperation/CKZY_RecieveMaterialQuery,fa fa-puzzle-piece,0,,true,admin,2020-08-12 19:51:17.000,true,0x000000000001B586
202008171545363982314be0dc22ebc,计划任务,PlanningTasks,2020081715444878636643f7a087947,,fa fa-puzzle-piece,0,,true,admin,2020-08-17 15:45:36.397,false,0x000000000001B589
202008180810258250955e68fb0ec5b,MPMS维护,MPMSMaintain,20200720094246290473634913958b4,MPMSMaintain,fa fa-puzzle-piece,0,MPMS维护,true,admin,2020-08-18 08:10:25.000,true,0x000000000001B595
2020081916541309774589182e59c3c,计划任务,PlanningTasks,0,,fa  fa-calendar-check-o,8,,true,admin,2020-08-19 16:54:13.000,false,0x000000000002710E
20200819165514229937402b0f05d8f,计划任务,PlanningTasks,2020081916541309774589182e59c3c,,fa fa-puzzle-piece,0,,true,admin,2020-08-19 16:55:14.230,false,0x000000000001B597
2020081918251422641635fe5547146,批次工具,BatchTool,0,,fa  fa-legal,9,,true,admin,2020-08-19 18:25:14.000,false,0x000000000002710F
20200819183132706462246269de131,批次工具,BatchTool,2020081918251422641635fe5547146,,fa fa-puzzle-piece,0,,true,admin,2020-08-19 18:31:32.707,false,0x000000000001B59F
202008241012411168245528afce69e,首检规范维护,MESSCMX_FirstInspectionSpecification,2020030214453246301546be8417a3c,MESSCMX_FirstInspectionSpecification,fa fa-puzzle-piece,0,,true,admin,2020-08-24 10:12:41.000,true,0x000000000001F436
202008241556580565592b231bb3220,巡检规范维护,MESSCMX_IPQCInspectionSpecification,2020030214453246301546be8417a3c,MESSCMX_IPQCInspectionSpecification,fa fa-puzzle-piece,0,,true,admin,2020-08-24 15:56:58.057,true,0x000000000001B5AE
2020082511383259683279b3daba8d5,变更质检日期,MESZLKZ_ChangeQADate,20200720094246290473634913958b4,QualityControl/MESZLKZ_ChangeQADate,fa fa-puzzle-piece,0,,true,admin,2020-08-25 11:38:32.000,true,0x000000000001B5B3
2020082708522096852420367a2a458,IQCReport查询,IQCReportQuery,2020021116302493324000811c17f07,WarehouseOperation/IQCReportQuery,fa fa-puzzle-piece,19,,true,admin,2020-08-27 08:52:20.970,true,0x000000000001B5B4
202008271139040085867a3b0a2717e,检验历史数据查询,InspectionHistoryDataQuery,2020021116302493324000811c17f07,WarehouseOperation/InspectionHistoryDataQuery,fa fa-puzzle-piece,20,检验历史数据查询,true,admin,2020-08-27 11:39:04.010,true,0x000000000001B5B5
20200827185211888354616982ecf19,罐装抽样标签,ZLKZ_GZSamplingLabel,20200720094246290473634913958b4,QualityControl/ZLKZ_GZSamplingLabel,fa fa-puzzle-piece,5,罐装抽样标签,true,admin,2020-08-27 18:52:11.887,true,0x000000000001B5B7
2020083111040314528677a3d951a2c,检验,MESZLKZ_Inspection,20200720094246290473634913958b4,QualityControl/MESZLKZ_Inspection,fa fa-puzzle-piece,0,,true,admin,2020-08-31 11:04:03.147,true,0x000000000001B5B8
2020090119261743648141c7738cfb3,通用代码表,CommonCode,2016112411183638881743b5a255a86,CommonCode,fa fa-puzzle-piece,0,,true,admin,2020-09-01 19:26:17.437,true,0x000000000001B5B9
202009071147216784228587f5523a8,重检,MESZLKZ_ReInspec,20200720094246290473634913958b4,QualityControl/MESZLKZ_ReInspec,fa fa-puzzle-piece,0,,true,admin,2020-09-07 11:47:21.677,true,0x000000000001B5BA
202009071616482177525c0647455b2,抽样标签,ZLKZ_SamplingLabel,20200720094246290473634913958b4,QualityControl/ZLKZ_SamplingLabel,fa fa-puzzle-piece,6,抽样标签,true,admin,2020-09-07 16:16:48.217,true,0x000000000001B5BB
2020090718572651274330616f136e0,AQL抽样计划,ZLKZ_AQLSamplePlan,20200720094246290473634913958b4,QualityControl/ZLKZ_AQLSamplePlan,fa fa-puzzle-piece,0,,true,admin,2020-09-07 18:57:26.513,true,0x000000000001B5C2
20200910185453054684670a94f9a1f,AQL计算,ZLKZ_AQLCalculator,20200720094246290473634913958b4,QualityControl/ZLKZ_AQLCalculator,fa fa-puzzle-piece,0,,true,admin,2020-09-10 18:54:53.057,true,0x000000000001B5C3
2020091114182860659862ea6de5be7,工单批号射印设置,MESZLKZ_MfgOrderLaserCodeHistory,20200720094246290473634913958b4,QualityControl/MESZLKZ_MfgOrderLaserCodeHistory,fa fa-puzzle-piece,1,,true,admin,2020-09-11 14:18:28.607,true,0x000000000001B5C4
202009140952261321238a12f41ddb3,传送,Send,20200720094246290473634913958b4,QualityControl/ZLKZ_Send,fa fa-puzzle-piece,7,传送,true,admin,2020-09-14 09:52:26.133,true,0x000000000001B5C5
20200914190959527478304df712208,质检结果判定,MESZLKZ_FinalInspection,20200720094246290473634913958b4,QualityControl/MESZLKZ_FinalInspection,fa fa-puzzle-piece,0,,true,admin,2020-09-14 19:09:59.527,true,0x000000000001B5C6
2020091718325956975324b773e77e3,射印规则,MESZLKZ_TSZTechnologyExplain,20200720094246290473634913958b4,QualityControl/MESZLKZ_TSZTechnologyExplain,fa fa-puzzle-piece,0,,true,admin,2020-09-17 18:32:59.570,true,0x000000000001B5C7
20200921143629240812666fc8b7ca8,工单批号射印审批,MESZLKZ_MfgOrderLaserCodeHistoryApprove,20200720094246290473634913958b4,QualityControl/MESZLKZ_MfgOrderLaserCodeHistoryApprove,fa fa-puzzle-piece,0,,true,admin,2020-09-21 14:36:29.240,true,0x000000000001B5C8
